customer_id,recency,frequency,monetary_inr,gender,age,shopping_mall,segment
C228754,506,1,483.84,Female,44,Mall of Istanbul,1
C271289,23,1,158.35500000000002,Female,29,Kanyon,2
C251622,403,1,4051.0800000000004,Male,42,Mall of Istanbul,1
C219261,496,1,204.525,Male,36,Metrocity,1
C206994,543,1,96.76800000000001,Male,20,Metrocity,1
C270020,351,1,96.76800000000001,Female,27,Mall of Istanbul,2
C207773,77,1,2430.648,Male,57,Mall of Istanbul,2
C204480,564,1,548.9100000000001,Male,31,Mall of Istanbul,1
C413755,762,1,219.564,Female,41,Mall of Istanbul,1
C244376,144,1,14175.000000000002,Male,32,Kanyon,0
C317621,396,1,1620.459,Female,28,Istinye Park,1
C266971,437,1,70.605,Male,44,Istinye Park,1
C738032,332,1,219.564,Male,28,Metrocity,2
C173807,138,1,1620.432,Female,22,Viaport Outlet,2
C339391,689,1,42.363,Female,34,Forum Istanbul,1
C315346,13,1,4051.0800000000004,Male,51,Viaport Outlet,2
C142388,769,1,42.363,Male,40,Emaar Square Mall,1
C330348,540,1,14.121000000000002,Male,62,Metrocity,1
C592871,680,1,4051.0800000000004,Female,54,Mall of Istanbul,1
C131509,291,1,95.013,Male,56,Metrocity,2
C730662,477,1,810.216,Male,40,Metrocity,1
C242188,758,1,3240.864,Female,42,Mall of Istanbul,1
C196550,260,1,96.76800000000001,Female,28,Mall of Istanbul,2
C313277,576,1,42.363,Male,69,Mall of Istanbul,1
C203551,70,1,14175.000000000002,Male,58,Metrocity,0
C611049,34,1,548.9100000000001,Female,25,Kanyon,2
C193882,409,1,163.62,Female,67,Metrocity,1
C246670,416,1,548.9100000000001,Male,61,Cevahir AVM,1
C182823,714,1,4051.0800000000004,Female,64,Mall of Istanbul,1
C196101,373,1,6481.836,Female,34,Metrocity,0
C219065,192,1,14.121000000000002,Male,67,Mall of Istanbul,2
C290017,502,1,126.68400000000001,Female,26,Istinye Park,1
C270569,507,1,96.76800000000001,Male,62,Cevahir AVM,1
C253781,518,1,95.013,Female,35,Metropol AVM,1
C205555,30,1,6481.836,Female,54,Kanyon,0
C123601,122,1,158.35500000000002,Male,48,Metrocity,2
C523059,622,1,810.216,Male,58,Metropol AVM,1
C313813,771,1,96.76800000000001,Male,22,Cevahir AVM,1
C528001,92,1,8102.295,Female,34,Zorlu Center,0
C553679,104,1,548.9100000000001,Male,48,Mall of Istanbul,2
C105579,559,1,3240.864,Male,47,Metrocity,1
C260047,226,1,6481.836,Female,55,Metrocity,0
C124926,568,1,109.782,Female,49,Kanyon,1
C738885,473,1,11340.0,Female,46,Kanyon,0
C279105,788,1,2430.648,Female,65,Cevahir AVM,1
C815594,96,1,219.564,Male,27,Cevahir AVM,2
C146979,649,1,3240.918,Female,25,Kanyon,1
C804245,600,1,95.013,Male,32,Mall of Istanbul,1
C225468,737,1,3240.864,Male,23,Metropol AVM,1
C159480,197,1,70.605,Female,28,Istinye Park,2
C206203,194,1,42.363,Female,29,Kanyon,2
C266421,424,1,810.216,Male,32,Cevahir AVM,1
C411423,181,1,483.84,Male,33,Istinye Park,2
C277764,285,1,4051.0800000000004,Male,51,Emaar Square Mall,2
C243814,302,1,14.121000000000002,Male,65,Metropol AVM,2
C137943,121,1,4051.0800000000004,Male,30,Mall of Istanbul,2
C194706,84,1,14.121000000000002,Male,30,Kanyon,2
C214952,265,1,70.605,Female,19,Kanyon,2
C199875,425,1,329.34600000000006,Female,34,Cevahir AVM,1
C112185,788,1,96.76800000000001,Male,46,Istinye Park,1
C149549,463,1,193.53600000000003,Female,42,Mall of Istanbul,1
C580990,323,1,2430.648,Male,22,Istinye Park,2
C124872,315,1,109.782,Female,60,Zorlu Center,2
C278522,417,1,1620.459,Female,24,Kanyon,1
C243358,619,1,158.35500000000002,Female,37,Forum Istanbul,1
C265900,403,1,3240.918,Female,67,Metropol AVM,1
C123591,428,1,548.9100000000001,Male,49,Kanyon,1
C296768,87,1,1620.432,Male,21,Cevahir AVM,2
C307979,122,1,56.48400000000001,Male,51,Istinye Park,2
C249850,82,1,1620.459,Female,44,Zorlu Center,2
C294131,576,1,204.525,Female,36,Kanyon,1
C225839,543,1,548.9100000000001,Female,45,Mall of Istanbul,1
C316554,595,1,1620.432,Female,45,Cevahir AVM,1
C178348,150,1,2430.648,Female,52,Kanyon,2
C193403,234,1,193.53600000000003,Male,69,Zorlu Center,2
C183449,322,1,8102.295,Male,27,Viaport Outlet,0
C155455,388,1,3240.918,Male,61,Emaar Square Mall,2
C175881,317,1,8102.295,Male,64,Zorlu Center,0
C191997,388,1,219.564,Male,53,Emaar Square Mall,2
C239049,42,1,439.128,Female,50,Kanyon,2
C144219,178,1,483.84,Female,37,Metrocity,2
C752218,494,1,4051.0800000000004,Male,31,Forum Istanbul,1
C649527,430,1,122.71500000000002,Female,35,Metrocity,1
C914845,616,1,810.216,Male,40,Metrocity,1
C502144,88,1,5670.0,Male,51,Kanyon,0
C261920,305,1,2430.648,Male,44,Cevahir AVM,2
C747093,429,1,4051.0800000000004,Female,38,Metropol AVM,1
C871076,131,1,3240.864,Female,36,Mall of Istanbul,2
C228087,365,1,96.76800000000001,Male,68,Cevahir AVM,2
C116347,411,1,2430.648,Female,29,Kanyon,1
C245302,708,1,1620.432,Female,59,Istinye Park,1
C142258,481,1,70.605,Male,27,Mall of Istanbul,1
C100355,319,1,219.564,Female,23,Zorlu Center,2
C110615,62,1,3240.918,Female,56,Mall of Istanbul,2
C108005,85,1,387.07200000000006,Female,47,Metropol AVM,2
C270759,685,1,1620.432,Male,34,Metrocity,1
C306669,350,1,3240.918,Female,24,Emaar Square Mall,2
C281290,622,1,14.121000000000002,Female,68,Metropol AVM,1
C270130,685,1,387.07200000000006,Male,24,Metrocity,1
C962756,339,1,1620.432,Male,19,Forum Istanbul,2
C198695,722,1,1620.432,Female,43,Viaport Outlet,1
C120914,76,1,193.53600000000003,Male,65,Mall of Istanbul,2
C736087,243,1,1620.432,Female,30,Metrocity,2
C497283,121,1,1620.459,Male,36,Kanyon,2
C921469,171,1,2835.0,Female,60,Istinye Park,2
C311120,680,1,126.68400000000001,Male,41,Metrocity,1
C504959,404,1,126.68400000000001,Female,55,Istinye Park,1
C275651,347,1,219.564,Female,57,Mall of Istanbul,2
C115864,482,1,219.564,Female,30,Istinye Park,1
C191300,143,1,329.34600000000006,Male,26,Metropol AVM,2
C172426,459,1,2430.648,Female,67,Metrocity,1
C155980,719,1,204.525,Female,41,Metropol AVM,1
C585613,83,1,56.48400000000001,Female,37,Metrocity,2
C311887,28,1,810.216,Female,35,Viaport Outlet,2
C172215,52,1,1620.432,Female,55,Metrocity,2
C184655,465,1,14.121000000000002,Male,33,Mall of Istanbul,1
C192282,690,1,11340.0,Male,43,Metrocity,0
C126348,587,1,122.71500000000002,Male,66,Mall of Istanbul,1
C178530,113,1,2430.648,Female,54,Mall of Istanbul,2
C328183,659,1,1620.432,Female,54,Mall of Istanbul,1
C122983,649,1,1620.432,Male,18,Mall of Istanbul,1
C765858,784,1,1620.432,Female,44,Istinye Park,1
C643246,751,1,810.216,Female,30,Emaar Square Mall,1
C146749,391,1,4051.0800000000004,Female,53,Kanyon,2
C122323,204,1,1620.432,Male,45,Metrocity,2
C144779,463,1,56.48400000000001,Male,47,Metrocity,1
C216099,771,1,1620.432,Female,30,Metrocity,1
C373452,453,1,6481.836,Female,36,Mall of Istanbul,0
C109415,369,1,2430.648,Male,48,Metropol AVM,2
C904191,269,1,3240.864,Male,22,Metrocity,2
C316366,632,1,4051.0800000000004,Male,24,Viaport Outlet,1
C227244,289,1,126.68400000000001,Male,63,Forum Istanbul,2
C327137,205,1,11340.0,Male,38,Metropol AVM,0
C375953,736,1,109.782,Female,18,Zorlu Center,1
C251944,287,1,3240.864,Male,19,Mall of Istanbul,2
C340122,665,1,439.128,Female,34,Metropol AVM,1
C151768,190,1,387.07200000000006,Male,37,Mall of Istanbul,2
C270520,721,1,4051.0800000000004,Male,50,Metrocity,1
C321008,687,1,126.68400000000001,Female,33,Mall of Istanbul,1
C258548,503,1,1620.432,Male,23,Mall of Istanbul,1
C290590,710,1,4051.0800000000004,Female,61,Forum Istanbul,1
C252833,27,1,3240.864,Female,58,Istinye Park,2
C283863,304,1,290.30400000000003,Female,35,Mall of Istanbul,2
C241673,200,1,2430.648,Female,46,Metrocity,2
C249131,456,1,439.128,Female,53,Metrocity,1
C133473,273,1,290.30400000000003,Male,33,Emaar Square Mall,2
C108798,585,1,3240.918,Female,24,Mall of Istanbul,1
C130340,378,1,483.84,Male,50,Cevahir AVM,2
C337049,459,1,1620.432,Female,60,Metropol AVM,1
C184421,321,1,4051.0800000000004,Female,34,Kanyon,2
C173911,247,1,158.35500000000002,Male,64,Viaport Outlet,2
C186113,337,1,1620.459,Male,21,Mall of Istanbul,2
C254466,438,1,56.48400000000001,Female,27,Istinye Park,1
C485430,661,1,42.363,Female,66,Metrocity,1
C173377,714,1,42.363,Female,52,Zorlu Center,1
C242822,325,1,14.121000000000002,Female,37,Kanyon,2
C693272,155,1,810.216,Female,45,Metrocity,2
C249274,531,1,95.013,Male,65,Kanyon,1
C180879,287,1,4861.377,Male,24,Mall of Istanbul,2
C128336,766,1,14175.000000000002,Female,50,Metropol AVM,0
C155679,505,1,2835.0,Male,33,Kanyon,1
C118548,174,1,219.564,Male,66,Mall of Istanbul,2
C671194,38,1,81.81,Male,37,Metrocity,2
C338996,138,1,11340.0,Male,38,Kanyon,0
C122930,416,1,548.9100000000001,Female,69,Metrocity,1
C965148,697,1,4861.377,Male,21,Kanyon,1
C338853,561,1,810.216,Female,39,Kanyon,1
C123596,467,1,63.342000000000006,Female,58,Mall of Istanbul,1
C328132,533,1,193.53600000000003,Female,29,Zorlu Center,1
C338657,240,1,4051.0800000000004,Female,24,Emaar Square Mall,2
C550429,10,1,1620.432,Male,24,Kanyon,2
C183917,644,1,810.216,Male,20,Cevahir AVM,1
C249451,532,1,2430.648,Female,44,Cevahir AVM,1
C298495,661,1,810.216,Female,35,Metropol AVM,1
C564836,92,1,6481.836,Female,25,Metrocity,0
C191939,164,1,1620.432,Female,35,Kanyon,2
C166381,49,1,4051.0800000000004,Female,45,Kanyon,2
C306986,178,1,8505.0,Male,69,Kanyon,0
C146922,767,1,96.76800000000001,Female,34,Mall of Istanbul,1
C208376,327,1,56.48400000000001,Female,40,Mall of Istanbul,2
C195331,619,1,6481.836,Female,58,Mall of Istanbul,0
C210720,667,1,810.216,Female,54,Mall of Istanbul,1
C129489,382,1,290.30400000000003,Female,18,Mall of Istanbul,2
C903547,108,1,6481.836,Male,51,Metropol AVM,0
C178561,695,1,126.68400000000001,Female,48,Kanyon,1
C476693,366,1,810.216,Female,45,Metrocity,2
C143826,485,1,1620.432,Female,35,Forum Istanbul,1
C320246,789,1,158.35500000000002,Female,64,Kanyon,1
C156243,171,1,4051.0800000000004,Male,43,Kanyon,2
C259991,492,1,219.564,Female,30,Viaport Outlet,1
C501599,745,1,387.07200000000006,Female,44,Kanyon,1
C302345,545,1,329.34600000000006,Male,54,Metrocity,1
C153746,449,1,387.07200000000006,Female,32,Istinye Park,1
C299328,465,1,14175.000000000002,Male,64,Kanyon,0
C159123,683,1,1620.432,Female,29,Kanyon,1
C264977,769,1,1620.432,Male,38,Metrocity,1
C234673,136,1,8102.295,Male,24,Kanyon,0
C230874,208,1,56.48400000000001,Female,56,Kanyon,2
C468666,547,1,70.605,Female,26,Mall of Istanbul,1
C339721,126,1,3240.918,Male,26,Cevahir AVM,2
C262629,244,1,63.342000000000006,Female,49,Metrocity,2
C298072,235,1,1620.432,Female,47,Metropol AVM,2
C471810,136,1,2430.648,Male,69,Mall of Istanbul,2
C239307,31,1,109.782,Female,26,Cevahir AVM,2
C147520,441,1,42.363,Male,41,Metropol AVM,1
C137192,51,1,439.128,Female,56,Viaport Outlet,2
C180274,25,1,56.48400000000001,Female,59,Metrocity,2
C622210,41,1,96.76800000000001,Female,36,Zorlu Center,2
C160581,444,1,8505.0,Male,25,Metropol AVM,0
C146041,174,1,40.905,Male,46,Kanyon,2
C274889,528,1,810.216,Male,19,Cevahir AVM,1
C556912,723,1,387.07200000000006,Male,21,Zorlu Center,1
C583236,750,1,28.242000000000004,Female,37,Istinye Park,1
C339005,662,1,204.525,Male,53,Cevahir AVM,1
C311621,632,1,4861.377,Male,47,Metrocity,1
C159545,788,1,4051.0800000000004,Male,24,Mall of Istanbul,1
C384600,661,1,56.48400000000001,Female,39,Viaport Outlet,1
C641080,508,1,2430.648,Female,40,Zorlu Center,1
C194815,613,1,56.48400000000001,Female,65,Mall of Istanbul,1
C253058,28,1,219.564,Male,19,Emaar Square Mall,2
C887132,697,1,8505.0,Male,30,Emaar Square Mall,0
C206807,19,1,4861.377,Female,42,Zorlu Center,2
C421825,199,1,109.782,Female,62,Istinye Park,2
C260325,222,1,56.48400000000001,Female,36,Metropol AVM,2
C303947,313,1,329.34600000000006,Female,59,Metrocity,2
C312770,776,1,1620.432,Female,68,Cevahir AVM,1
C163538,454,1,28.242000000000004,Female,51,Kanyon,1
C381213,248,1,14.121000000000002,Male,46,Istinye Park,2
C136946,499,1,548.9100000000001,Male,23,Istinye Park,1
C228534,223,1,483.84,Female,20,Metropol AVM,2
C293844,687,1,439.128,Male,30,Metrocity,1
C205530,36,1,96.76800000000001,Female,53,Forum Istanbul,2
C226467,730,1,4051.0800000000004,Female,64,Forum Istanbul,1
C945512,253,1,4051.0800000000004,Female,33,Metrocity,2
C115050,152,1,329.34600000000006,Female,63,Istinye Park,2
C283887,421,1,126.68400000000001,Male,18,Metrocity,1
C274514,414,1,483.84,Female,19,Cevahir AVM,1
C322211,373,1,5670.0,Female,30,Istinye Park,0
C833257,54,1,2430.648,Male,31,Metrocity,2
C321099,757,1,548.9100000000001,Male,50,Mall of Istanbul,1
C333760,574,1,8505.0,Female,69,Metrocity,0
C138545,523,1,810.216,Female,38,Kanyon,1
C239555,699,1,439.128,Male,34,Metrocity,1
C321248,192,1,193.53600000000003,Male,27,Metropol AVM,2
C164932,681,1,14.121000000000002,Male,63,Cevahir AVM,1
C217171,177,1,387.07200000000006,Female,52,Metrocity,2
C205326,307,1,163.62,Male,24,Istinye Park,2
C493539,360,1,204.525,Female,20,Emaar Square Mall,2
C329318,703,1,1620.432,Female,23,Metrocity,1
C226566,36,1,3240.864,Female,40,Metropol AVM,2
C520199,459,1,109.782,Female,66,Kanyon,1
C252022,250,1,290.30400000000003,Male,57,Mall of Istanbul,2
C247142,128,1,193.53600000000003,Male,49,Kanyon,2
C441816,43,1,109.782,Female,38,Metrocity,2
C155221,151,1,810.216,Male,40,Mall of Istanbul,2
C138577,596,1,329.34600000000006,Male,67,Cevahir AVM,1
C225174,35,1,439.128,Female,53,Mall of Istanbul,2
C132879,211,1,6481.836,Female,27,Metrocity,0
C181309,543,1,163.62,Male,59,Metropol AVM,1
C158241,693,1,548.9100000000001,Male,57,Kanyon,1
C109241,783,1,158.35500000000002,Female,56,Mall of Istanbul,1
C175757,708,1,3240.864,Female,55,Zorlu Center,1
C319154,201,1,1620.432,Male,69,Mall of Istanbul,2
C107766,366,1,810.216,Male,19,Mall of Istanbul,2
C222960,110,1,219.564,Female,53,Kanyon,2
C280900,52,1,548.9100000000001,Female,47,Viaport Outlet,2
C125318,219,1,5670.0,Female,46,Zorlu Center,0
C224878,259,1,2835.0,Male,67,Kanyon,2
C203339,211,1,810.216,Female,51,Kanyon,2
C470623,422,1,28.242000000000004,Male,30,Metrocity,1
C618511,152,1,96.76800000000001,Female,18,Mall of Istanbul,2
C284672,443,1,96.76800000000001,Male,38,Mall of Istanbul,1
C234434,151,1,548.9100000000001,Female,41,Istinye Park,2
C171799,487,1,109.782,Male,67,Zorlu Center,1
C317413,113,1,4051.0800000000004,Female,20,Zorlu Center,2
C130168,63,1,6481.836,Male,24,Kanyon,0
C154623,286,1,70.605,Female,33,Metrocity,2
C113716,293,1,3240.918,Male,52,Mall of Istanbul,2
C339982,720,1,40.905,Female,42,Forum Istanbul,1
C128781,688,1,483.84,Female,24,Mall of Istanbul,1
C184391,339,1,1620.432,Male,42,Istinye Park,2
C279778,719,1,3240.864,Male,24,Istinye Park,1
C118492,565,1,56.48400000000001,Male,63,Metrocity,1
C878975,459,1,3240.864,Male,34,Cevahir AVM,1
C339776,145,1,810.216,Female,45,Metrocity,2
C149920,400,1,483.84,Male,42,Metrocity,1
C236231,752,1,8102.295,Male,69,Kanyon,0
C161805,173,1,1620.432,Female,56,Metrocity,2
C384427,90,1,158.35500000000002,Female,19,Viaport Outlet,2
C228730,98,1,329.34600000000006,Male,58,Mall of Istanbul,2
C833049,352,1,95.013,Female,20,Viaport Outlet,2
C207113,390,1,6481.836,Male,49,Kanyon,0
C294602,556,1,158.35500000000002,Female,49,Forum Istanbul,1
C476935,288,1,1620.432,Male,24,Istinye Park,2
C290597,631,1,387.07200000000006,Male,36,Viaport Outlet,1
C785558,757,1,810.216,Male,64,Cevahir AVM,1
C135486,477,1,4051.0800000000004,Male,50,Zorlu Center,1
C171834,620,1,483.84,Female,60,Kanyon,1
C200803,629,1,28.242000000000004,Male,27,Metropol AVM,1
C268891,730,1,810.216,Female,44,Emaar Square Mall,1
C180653,28,1,5670.0,Female,47,Zorlu Center,2
C842344,266,1,56.48400000000001,Male,65,Metropol AVM,2
C144462,556,1,81.81,Female,55,Kanyon,1
C139211,597,1,1620.432,Female,41,Viaport Outlet,1
C198891,309,1,810.216,Female,48,Kanyon,2
C108419,420,1,14175.000000000002,Male,19,Mall of Istanbul,0
C141858,542,1,193.53600000000003,Male,30,Mall of Istanbul,1
C263261,380,1,2430.648,Female,42,Metrocity,2
C309134,786,1,42.363,Female,24,Istinye Park,1
C343946,437,1,1620.432,Female,54,Mall of Istanbul,1
C261422,284,1,14.121000000000002,Female,34,Cevahir AVM,2
C595174,339,1,14.121000000000002,Male,50,Mall of Istanbul,2
C398345,334,1,14.121000000000002,Female,54,Kanyon,2
C108986,709,1,387.07200000000006,Female,58,Viaport Outlet,1
C168947,403,1,329.34600000000006,Male,22,Istinye Park,1
C629235,511,1,4051.0800000000004,Female,31,Mall of Istanbul,1
C275988,662,1,810.216,Female,29,Mall of Istanbul,1
C298574,233,1,70.605,Male,20,Forum Istanbul,2
C279062,11,1,290.30400000000003,Female,31,Mall of Istanbul,2
C110898,440,1,3240.864,Male,58,Zorlu Center,1
C887486,50,1,4051.0800000000004,Male,23,Metropol AVM,2
C119260,96,1,4051.0800000000004,Female,60,Kanyon,2
C119888,202,1,3240.864,Female,22,Kanyon,2
C195631,471,1,387.07200000000006,Male,64,Mall of Istanbul,1
C161489,761,1,2430.648,Female,41,Mall of Istanbul,1
C260011,363,1,56.48400000000001,Female,29,Metrocity,2
C141664,126,1,31.671000000000003,Female,58,Viaport Outlet,2
C215522,559,1,810.216,Male,22,Kanyon,1
C673212,652,1,1620.432,Female,29,Mall of Istanbul,1
C125371,716,1,4051.0800000000004,Female,63,Emaar Square Mall,1
C327727,587,1,4051.0800000000004,Female,18,Kanyon,1
C260251,641,1,810.216,Female,62,Mall of Istanbul,1
C217733,469,1,8102.295,Female,24,Metropol AVM,0
C316449,420,1,1620.432,Female,40,Istinye Park,1
C122985,146,1,122.71500000000002,Male,65,Kanyon,2
C337330,256,1,548.9100000000001,Female,29,Kanyon,2
C259689,241,1,56.48400000000001,Female,47,Kanyon,2
C306616,15,1,40.905,Female,46,Mall of Istanbul,2
C796168,776,1,63.342000000000006,Female,21,Kanyon,1
C235283,245,1,810.216,Female,50,Kanyon,2
C386247,23,1,204.525,Female,30,Mall of Istanbul,2
C188198,600,1,4051.0800000000004,Female,54,Mall of Istanbul,1
C102615,260,1,56.48400000000001,Female,31,Metrocity,2
C179032,612,1,4051.0800000000004,Female,64,Istinye Park,1
C275614,376,1,204.525,Female,31,Istinye Park,2
C331598,416,1,290.30400000000003,Female,46,Mall of Istanbul,1
C139108,712,1,329.34600000000006,Male,42,Kanyon,1
C318531,343,1,6481.836,Male,48,Metrocity,0
C527169,349,1,1620.432,Female,25,Cevahir AVM,2
C332227,360,1,163.62,Male,67,Zorlu Center,2
C410626,312,1,11340.0,Female,28,Metrocity,0
C180251,397,1,810.216,Male,25,Forum Istanbul,1
C168653,575,1,4861.377,Female,35,Mall of Istanbul,1
C148763,311,1,329.34600000000006,Male,27,Metrocity,2
C252224,552,1,163.62,Male,29,Cevahir AVM,1
C324229,578,1,3240.864,Male,32,Metrocity,1
C584139,726,1,290.30400000000003,Male,49,Zorlu Center,1
C263858,690,1,63.342000000000006,Female,27,Mall of Istanbul,1
C113701,386,1,56.48400000000001,Female,39,Metrocity,2
C176073,452,1,1620.432,Male,38,Mall of Istanbul,1
C109649,395,1,548.9100000000001,Male,24,Istinye Park,2
C130515,284,1,4051.0800000000004,Female,69,Metrocity,2
C221636,176,1,4051.0800000000004,Male,63,Metropol AVM,2
C329705,580,1,8102.295,Female,40,Kanyon,0
C243442,533,1,5670.0,Female,63,Metrocity,0
C190433,229,1,810.216,Female,18,Metrocity,2
C119791,485,1,11340.0,Male,27,Metrocity,0
C138090,266,1,70.605,Male,29,Emaar Square Mall,2
C304791,320,1,4051.0800000000004,Female,55,Kanyon,2
C305041,444,1,387.07200000000006,Female,60,Kanyon,1
C126531,595,1,3240.864,Female,30,Cevahir AVM,1
C218728,502,1,56.48400000000001,Female,64,Metrocity,1
C147808,459,1,3240.918,Female,38,Istinye Park,1
C245762,751,1,1620.432,Male,44,Forum Istanbul,1
C276839,494,1,3240.864,Male,28,Emaar Square Mall,1
C211359,114,1,122.71500000000002,Male,19,Mall of Istanbul,2
C563020,81,1,14.121000000000002,Female,65,Metropol AVM,2
C452755,466,1,4051.0800000000004,Male,67,Metrocity,1
C139008,137,1,810.216,Female,59,Metrocity,2
C307968,30,1,439.128,Female,41,Mall of Istanbul,2
C181141,553,1,439.128,Female,36,Kanyon,1
C916652,788,1,28.242000000000004,Male,62,Kanyon,1
C935095,397,1,42.363,Female,34,Viaport Outlet,1
C175675,282,1,3240.864,Female,62,Metrocity,2
C281709,563,1,439.128,Male,46,Zorlu Center,1
C269587,632,1,439.128,Male,58,Mall of Istanbul,1
C254287,88,1,56.48400000000001,Male,20,Kanyon,2
C266101,573,1,109.782,Male,25,Forum Istanbul,1
C216136,275,1,290.30400000000003,Male,55,Viaport Outlet,2
C236243,96,1,2430.648,Male,35,Metrocity,2
C286902,676,1,387.07200000000006,Male,24,Mall of Istanbul,1
C830499,685,1,1620.432,Female,29,Metrocity,1
C252896,133,1,193.53600000000003,Female,47,Kanyon,2
C388124,346,1,28.242000000000004,Female,45,Viaport Outlet,2
C248087,418,1,3240.864,Male,42,Kanyon,1
C125773,147,1,5670.0,Female,57,Mall of Istanbul,0
C612279,79,1,810.216,Male,53,Cevahir AVM,2
C313538,250,1,31.671000000000003,Female,24,Metropol AVM,2
C324091,566,1,483.84,Male,42,Metrocity,1
C300179,589,1,63.342000000000006,Female,55,Mall of Istanbul,1
C273451,576,1,109.782,Female,32,Metropol AVM,1
C317848,781,1,14.121000000000002,Female,45,Metrocity,1
C305529,401,1,548.9100000000001,Male,66,Metrocity,1
C443905,659,1,70.605,Female,66,Metropol AVM,1
C316609,567,1,1620.459,Male,22,Mall of Istanbul,1
C521757,128,1,4051.0800000000004,Female,35,Zorlu Center,2
C266219,404,1,329.34600000000006,Female,46,Viaport Outlet,1
C481647,77,1,4051.0800000000004,Female,31,Metrocity,2
C158479,616,1,548.9100000000001,Male,28,Mall of Istanbul,1
C186602,542,1,56.48400000000001,Female,64,Viaport Outlet,1
C189658,712,1,2430.648,Female,55,Emaar Square Mall,1
C955596,313,1,4051.0800000000004,Male,24,Emaar Square Mall,2
C321916,289,1,70.605,Female,64,Istinye Park,2
C147290,391,1,109.782,Male,28,Metrocity,2
C134922,698,1,204.525,Male,64,Mall of Istanbul,1
C295356,125,1,439.128,Female,21,Metropol AVM,2
C158765,407,1,2430.648,Female,18,Metropol AVM,1
C294162,191,1,548.9100000000001,Male,51,Istinye Park,2
C271709,102,1,4051.0800000000004,Female,45,Istinye Park,2
C291842,462,1,290.30400000000003,Female,61,Forum Istanbul,1
C196547,61,1,193.53600000000003,Female,48,Metrocity,2
C243285,414,1,548.9100000000001,Female,53,Kanyon,1
C975064,291,1,42.363,Female,46,Viaport Outlet,2
C296745,149,1,1620.432,Female,27,Istinye Park,2
C173220,269,1,219.564,Male,21,Kanyon,2
C249453,379,1,439.128,Female,48,Mall of Istanbul,2
C334974,516,1,11340.0,Female,65,Cevahir AVM,0
C250279,265,1,14.121000000000002,Female,24,Metropol AVM,2
C237736,735,1,329.34600000000006,Male,42,Emaar Square Mall,1
C156023,150,1,483.84,Male,27,Viaport Outlet,2
C169617,211,1,4051.0800000000004,Female,50,Kanyon,2
C318042,521,1,4051.0800000000004,Female,56,Mall of Istanbul,1
C114428,92,1,109.782,Female,36,Kanyon,2
C476539,735,1,109.782,Female,22,Metropol AVM,1
C198863,397,1,1620.432,Male,44,Metrocity,1
C223868,115,1,219.564,Male,46,Mall of Istanbul,2
C554332,663,1,4051.0800000000004,Female,48,Mall of Istanbul,1
C336157,485,1,4051.0800000000004,Male,41,Cevahir AVM,1
C904227,127,1,70.605,Female,51,Kanyon,2
C253153,565,1,5670.0,Female,42,Kanyon,0
C300951,121,1,329.34600000000006,Female,29,Mall of Istanbul,2
C880634,607,1,28.242000000000004,Male,30,Istinye Park,1
C320079,528,1,1620.432,Male,68,Metrocity,1
C226554,253,1,14175.000000000002,Female,24,Emaar Square Mall,0
C956403,729,1,42.363,Female,27,Mall of Istanbul,1
C258568,231,1,6481.836,Female,20,Istinye Park,0
C616204,27,1,810.216,Male,21,Metrocity,2
C189351,174,1,2430.648,Female,21,Mall of Istanbul,2
C383994,537,1,95.013,Female,64,Kanyon,1
C118180,106,1,42.363,Male,67,Metropol AVM,2
C116813,425,1,483.84,Female,66,Kanyon,1
C149618,376,1,96.76800000000001,Female,44,Metrocity,2
C245322,643,1,1620.432,Female,35,Metrocity,1
C414958,77,1,1620.459,Female,36,Emaar Square Mall,2
C149879,174,1,548.9100000000001,Female,39,Mall of Istanbul,2
C160649,72,1,1620.459,Male,47,Forum Istanbul,2
C125341,274,1,810.216,Male,48,Istinye Park,2
C165812,615,1,1620.432,Female,19,Istinye Park,1
C901073,543,1,193.53600000000003,Female,21,Metropol AVM,1
C310496,762,1,204.525,Female,51,Metrocity,1
C251789,650,1,290.30400000000003,Male,48,Emaar Square Mall,1
C110791,422,1,2430.648,Female,40,Viaport Outlet,1
C202763,375,1,42.363,Female,43,Kanyon,2
C293581,741,1,219.564,Male,64,Zorlu Center,1
C158807,558,1,4051.0800000000004,Female,35,Kanyon,1
C607935,685,1,6481.836,Female,65,Istinye Park,0
C880341,770,1,8102.295,Male,59,Emaar Square Mall,0
C316829,306,1,4051.0800000000004,Male,60,Mall of Istanbul,2
C437256,212,1,4051.0800000000004,Female,28,Mall of Istanbul,2
C630949,607,1,14.121000000000002,Female,55,Kanyon,1
C673693,140,1,810.216,Female,26,Mall of Istanbul,2
C977343,716,1,14175.000000000002,Male,40,Emaar Square Mall,0
C322838,386,1,4051.0800000000004,Female,44,Zorlu Center,2
C705615,106,1,3240.864,Male,57,Kanyon,2
C494183,107,1,548.9100000000001,Female,66,Metropol AVM,2
C139273,368,1,63.342000000000006,Male,53,Zorlu Center,2
C229811,561,1,122.71500000000002,Male,60,Mall of Istanbul,1
C330058,717,1,1620.432,Female,66,Metropol AVM,1
C563261,689,1,439.128,Female,43,Mall of Istanbul,1
C239313,648,1,548.9100000000001,Male,34,Kanyon,1
C293427,184,1,439.128,Male,61,Metrocity,2
C316511,73,1,2430.648,Male,63,Zorlu Center,2
C265288,589,1,4861.377,Female,53,Emaar Square Mall,1
